"Town","FIPS","Year","Allegation Type","Report Status","Measure Type","Variable","Value"
"Andover","0901301080",2012,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"All","Alleged","Number","Child Abuse and Neglect",35
"Andover","0901301080",2013,"All","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"All","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",19
"Andover","0901301080",2013,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2013,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"All","Alleged","Number","Child Abuse and Neglect",43
"Andover","0901301080",2014,"All","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"All","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",30
"Andover","0901301080",2014,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2014,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"All","Alleged","Number","Child Abuse and Neglect",49
"Andover","0901301080",2015,"All","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"All","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",30
"Andover","0901301080",2015,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2015,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"All","Alleged","Number","Child Abuse and Neglect",33
"Andover","0901301080",2016,"All","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"All","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",18
"Andover","0901301080",2016,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2016,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"All","Alleged","Number","Child Abuse and Neglect",49
"Andover","0901301080",2017,"All","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"All","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",12
"Andover","0901301080",2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",26
"Andover","0901301080",2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Andover","0901301080",2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"All","Alleged","Number","Child Abuse and Neglect",728
"Ansonia","0900901220",2011,"All","Substantiated","Number","Child Abuse and Neglect",137
"Ansonia","0900901220",2011,"All","Substantiated","Rate","Child Abuse and Neglect",18.82
"Ansonia","0900901220",2011,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",24
"Ansonia","0900901220",2011,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",18
"Ansonia","0900901220",2011,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",75
"Ansonia","0900901220",2011,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",174
"Ansonia","0900901220",2011,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",26
"Ansonia","0900901220",2011,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",14.94
"Ansonia","0900901220",2011,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",23
"Ansonia","0900901220",2011,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",72
"Ansonia","0900901220",2011,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",403
"Ansonia","0900901220",2011,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",76
"Ansonia","0900901220",2011,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",18.86
"Ansonia","0900901220",2011,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",11
"Ansonia","0900901220",2011,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2011,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"All","Alleged","Number","Child Abuse and Neglect",752
"Ansonia","0900901220",2012,"All","Substantiated","Number","Child Abuse and Neglect",141
"Ansonia","0900901220",2012,"All","Substantiated","Rate","Child Abuse and Neglect",18.75
"Ansonia","0900901220",2012,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",45
"Ansonia","0900901220",2012,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",14
"Ansonia","0900901220",2012,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",31.11
"Ansonia","0900901220",2012,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",149
"Ansonia","0900901220",2012,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",31
"Ansonia","0900901220",2012,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",20.81
"Ansonia","0900901220",2012,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",18
"Ansonia","0900901220",2012,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",60
"Ansonia","0900901220",2012,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",441
"Ansonia","0900901220",2012,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",77
"Ansonia","0900901220",2012,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",17.46
"Ansonia","0900901220",2012,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",19
"Ansonia","0900901220",2012,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2012,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"All","Alleged","Number","Child Abuse and Neglect",738
"Ansonia","0900901220",2013,"All","Substantiated","Number","Child Abuse and Neglect",96
"Ansonia","0900901220",2013,"All","Substantiated","Rate","Child Abuse and Neglect",13.01
"Ansonia","0900901220",2013,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",14
"Ansonia","0900901220",2013,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",166
"Ansonia","0900901220",2013,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",17
"Ansonia","0900901220",2013,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",10.24
"Ansonia","0900901220",2013,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",80
"Ansonia","0900901220",2013,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",416
"Ansonia","0900901220",2013,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",73
"Ansonia","0900901220",2013,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",17.55
"Ansonia","0900901220",2013,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",17
"Ansonia","0900901220",2013,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2013,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"All","Alleged","Number","Child Abuse and Neglect",739
"Ansonia","0900901220",2014,"All","Substantiated","Number","Child Abuse and Neglect",134
"Ansonia","0900901220",2014,"All","Substantiated","Rate","Child Abuse and Neglect",18.13
"Ansonia","0900901220",2014,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",38
"Ansonia","0900901220",2014,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",22
"Ansonia","0900901220",2014,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",57.89
"Ansonia","0900901220",2014,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",144
"Ansonia","0900901220",2014,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",21
"Ansonia","0900901220",2014,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",14.58
"Ansonia","0900901220",2014,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",23
"Ansonia","0900901220",2014,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",51
"Ansonia","0900901220",2014,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",452
"Ansonia","0900901220",2014,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",76
"Ansonia","0900901220",2014,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",16.81
"Ansonia","0900901220",2014,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2014,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Ansonia","0900901220",2015,"All","Alleged","Number","Child Abuse and Neglect",614
